tnum,tweet,existence
3157,RT @gemswinc: RT @Milieunet: D.C. Snowstorm: How Global Warming Makes Blizzards Worse - Yahoo! News http://goo.gl/z8ka,Y
3177,@larry411 TY for making it clear it's global climate change-- big storms like this part of package. Although this is prob. just el nino yr.,Y
1859,Issue 2 of WIREs Climate Change now available FREE online! http://xrl.us/bhgrjo,Y
2071,"Don Blankenship Called Safety Regulators ""as Silly as Global Warming"" http://ow.ly/173j7l",N
240,URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change [link],Y
3657,"More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/9fUavY",N
4093,RT @NRDC_AF: You can demand clean energy. You can fight climate change. Join #thisisourmoment http://bit.ly/bwDUPU,Y
549,Buying carbon offsets may ease eco-guilt but not global warming [link],Y
5381,PHOTO OF THE DAY: A polar bear in Nunavut. It is listed as threatened & faces critical danger due to global warming. http://bit.ly/aCiaE3,Y
4717,LOL! RT @ConserValidity Time Magazine: How Global Warming makes Blizzards worse http://bit.ly/cLl6li #tcot #teaparty,Y
343,Iceland volcano not likely to slow global warming|A vast cloud from an intensifying volcanic eruption in Iceland .. [link],Y
4657,"D.C. Snowstorm: How Global Warming Makes Blizzards Worse: There's scarcely any powder in Vancouver, while Baltimor... http://bit.ly/aLa47B",Y
107,RT @quixotecenter: Combating climate change: lessons from the worldÀ_s indigenous peoples [link],Y
583,effects of global warming À_ YouTube À_ Effects of Global Warming Stats: Back with more news for you today. It's ama... [link],Y
2486,RT @mattyglesias: Someone should try a tax cuts & ignore climate change approach to economic growth. History says it can't fail.,N
5554,Obama: China Must Act Soon on Climate Change - CBS News http://retwt.me/1MQj8 (via @moraqeb),Y
4655,"Im up. Still snowing out there. Dear Al Gore, bite me. Oh wait, your claimign this is now caused by ""climate change"" right. Ass.",N
2237,"DK Matai: Are Global Warming, Volcanoes and Earthquakes Linked?|A thaw of ice caps caused by global warming may .. http://oohja.com/xbBIv",Y
2605,RT @WWF_Climate: Looking for great media material on human impact of #climate change? Climate Witness stories http://is.gd/5fSMv #wwf,Y
564,"Since Man can't, Mother Nature to end global warming with volcanoes & earthquakes. #Hekla #Icelandic",Y
3940,Global Warming My Ass!!!! Fuck You  AL Gore,N
341,Blog|A preliminary analysis suggests that natural gas could contribute far more to global warming than previously .. [link],Y
5492,Missing Heat Build-up May Affect Future Climate Change | Humanitarian News http://retwt.me/1MSip (via @NewsOnGreen),Y
5098,The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl via @Flipbooks #News,N
2835,solar thermal application  The Solar Power Home And Effects On Global Warming,Y
159,RT @Newsweek: Global Warming Kills Forests In Colorado [link],Y
4634,RT @Milieunet: D.C. Snowstorm: How Global Warming Makes Blizzards Worse - Yahoo! News http://goo.gl/z8ka,Y
2990,@pdigaudio Global warming kills.,Y
1336,How do we solve this global warming thing? http://url4.eu/2hdT2,Y
5220,RT @ericbolling Global Warming Update...cont....Major Winter Storm-&gt; http://www.accuweather.com/regional-news-story.asp?region=eastusnews,Y
5697,"#Climate change, in #Britain at least, is not exclusively a concern of leftist voters.' #may6 #green #news #guardian #election",Y
1283,STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... http://bit.ly/adhL7L #breaking,Y
5173,50 Tips to reduce Global Warming | Global Warming: 50 Tips to reduce Global Warming Actually we do not require rad... http://bit.ly/dareYR,Y
4862,NOAA Tackles Climate Change - eWeek: CBS NewsNOAA Tackles Climate ChangeeWeekResponding to public demand for clima... http://bit.ly/cDk39l,Y
4946,Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming,N
4535,RT @DiveSpot: News: Expert: Increasingly Acidic Oceans Reveal Further Impacts Of Climate Change; 'It Is Incontrove... http://bit.ly/dBjNiU,Y
2700,Now to send an email to a climate change denier. goody,Y
5980,How Have Hominids Adapted to Past Climate Change? http://bit.ly/bp2bw4,Y
1398,Take Action @change: Help Protect Wildlife Habitat from Climate Change http://bit.ly/9Ogdyi #climatechange #SierraClub #SaveTerra 8,Y
4420,Matt Ridley on climategate in Spectator: http://www.spectator.co.uk/print/politics/all/5749853/the-global-warming-guerrillas.thtml,N
1187,Impacts of Climate Change Extend to Human Health http://bit.ly/aZbBoW,Y
1538,Global warming implicated in shortened bird migration | Science Codex: Global warming implicated in shortened bird... http://bit.ly/9xfGO8,Y
146,Cleaner Air Could Speed Global Warming|Hugh Pickens writes \Scientists estimate that the US Clean Air Act has cut .. [link],Y
1104,RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,Y
353,"Think your allergies are bad now? Wait until climate change kicks in, Michig.. [link]",Y
5490,You and Us and Me - Feel free to doubt climate change: just don't deny it http://retwt.me/1MSkB (via @NewsOnGreen),Y
1140,RT @christellar: Whale DooDoo could help fight #climate change? Sure! Why not!? http://bit.ly/9jWcCB [via @Earth_News],Y
622,"Global Warming 'at Point of No Return': Global warming has reached the point of no return, a study published in th... [link]",Y
3903,RT @terryacarter For those doubting global warming because of this snow. Vancouver having warmest Winter on record. It's called a trend line,Y
5125,Something must be done! Moderate Increase in Global Warming Will Wipe Out Many Species http://bit.ly/7pjHIG #wildlife #green #nature #eco,Y
5297,"Lisa P Jackson, EPA, S Most Ignorant BLACK WOMAN besides Michelle Obama, seen in long time! Global Warming HAs Been DEBUNKED STUPID 'HO!",N
3068,Predicting future climate change via 4000 year old sediments http://retwt.me/1LSuN (via @AngelWardriver),Y
2562,@chemicallygreen Point taken ! The words we choose mean everything.  'Support actions that buffer and reduce the impacts of climate change',Y
3445,Ten reasons why examining climate change policy through an ethical lens is a practical imperative http://bit.ly/bDd1pp,Y
520,Indonesia Tree Program Looks to Reduce Global Warming: Planting trees is one way to help maintain the natural pres... [link],Y
175,MediaGlobal report on special Tipping Point Earth Day event: Science and art mobilize to fight climate change [link],Y
5684,"RT @VRWCTexan: STATE DEPT DECLARES: Global warming unequivocal & primarily human-induced' Vs. ""Poll:4 of 5 Americans don't trust Washington""",Y
1381,Demand Congress take action on climate change. Pls sign the petition. http://bit.ly/9tnK2S,Y
1589,A preliminary analysis suggests that natural gas could contribute far more to global warming than previously thought. http://bit.ly/9rRgSg,Y
1087,"Global warming conference set Sunday|Robert Bullard, known as the \Father of Environmental Justice,\ is a .. [link]",Y
4788,SEC wants climate risks disclosed | Analysis & Opinion | Reuters: The SEC now sees climate change as a risk too im... http://bit.ly/bl6VEp,Y
290,"RT @EpiscopalRelief: Bishop Lane, #Episcopal Dio of #Maine: Climate change most important issue of our time - #Bangor Daily Nws [link]",Y
1259,Climate Change: Geologists Drill Into Antarctica & Find Troubling Signs 4 Ice Sheets' Future À_  Melt Could Come FAST http://twurl.nl/ioewyh,Y
1438,CODA Automotive Lauded for Innovation and Technology Efforts to Combat Climate Change and Air Pollution http://goo.gl/fb/AQRum,Y
4290,Climate Change Alters Gray Whale Migration http://ow.ly/15g0o,Y
2403,The clothing industry started global warming in the first place. - Yvon Chouinard #FortuneGreen,Y
3692,Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://dlvr.it/1QqW,N
18,EPA issues report on U.S. climate change indicators - warming is having measurable effect across ecosystems [link],Y
3191,"RT @digg_sciences: ""D.C. Snowstorm: How Global Warming Makes Blizzards Worse"" - http://digg.com/d21IMto?t10",Y
623,"World-Famous Places Endangered by Global Warming: If climatologists' predictions of global warming are right, some... [link]",Y
1198,DonÀ_t Kill Bill À_ Save the Climate Change Accountability Act! http://trim.li/nk/1GB8 via @WiretapMagazine,Y
377,"If capitalism doesnÀ_t end climate change, climate change will end capitalism - #degrowth [link]",Y
3024,#tcot #news : Majority Now Disbelieve Man-Made Global Warming Propaganda http://bit.ly/c9nvkK (via @survivalstation),N
2385,"Global warming screwed with my lunch!: WTF? No tomatoes on a burger? What is this, Russia? http://bit.ly/d3kpvI",Y
1499,In Vino Veritas The delicate wine grape has become our best early-warning system for the effects of global warming. http://bit.ly/9lUTkI,Y
1273,Seasonal Allergies Getting Worse From Climate Change http://bit.ly/cy7Jc8,Y
579,"Why cleaner air could speed global warming: Aerosol pollution, which is now on the downswing, has helped keep the ... [link]",Y
1220,http://bit.ly/azDu0 It's time to tackle climate change through wind energy http://bit.ly/cCB87D,Y
460,"RT @BluePractice: The clothing industry started global warming in the first place. - Yvon Chouinard, Patagonia #FortuneGreen",Y
626,Latest weapon in global warming fight À_ 'green' cement made from rice [link],Y
614,@Climate change Giant #Glacier Fall in Peru Causes Deadly Tsunami : [link],Y
6088,One-Eyed Golfer: Don't dare tell me about global warming: Twenty-five of the forty-nine golfers making the cut thi... http://bit.ly/akeAxp,N
2799,"Party of No-Yup! #PON #GOP #M4TX No, I don't want government. regulating something as vague as ""climate change,"" !",N
189,Alpha Phi Alpha Takes on Climate Change and Energy Efficiency - [link],Y
3543,New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,Y
1527,"Fighting poverty and global warming in Africa: by Marc Gunther on 04/21/2010 22:10 0 comments , 0 views Rarely do ... http://bit.ly/9NIVtq",Y
2036,#KCRW GoodFood Blog: Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes http://bit.ly/cdq1ZJ,Y
682,"Gagnon, like most liberals you have been duped by the global warming, socialist propaganda. [link]",N
2568,"Kerala is getting hotter and hotter, thank you global warming(sponsored by americans)",Y
565,Blame the volcano trouble on sun and global warming [link],Y
3468,"When I see a warning for ANOTHER 10-20"" of snow I wish girls still used 3 cans of AquaNet per day to speed up the global warming process",N
5774,Is global warming a real problem or a hoax?: by Mark Hopkins Global warming is a real problem but so is proving be... http://bit.ly/9Hy51b,Y
11,Blog|A preliminary analysis suggests that natural gas could contribute far more to global warming than previously .. [link],Y
102,RT @sciencedaily: Plants remain an effective way of tackling global warming [link],Y
4344,Water at core of climate change impacts-UN experts http://bit.ly/blGAF7,Y
5158,Video: Fuel for Climate Change Skeptics: The UN's climate chief admitted scientists made mistakes in a major study... http://bit.ly/dyFhdY,N
518,"Scientists Say Global Warming Affects Marine Life: In Narragansett Bay, Rhode Island, winter flounder no longer re... [link]",Y
5545,"#prediction Time to investigate the socialist, Democrat  political manipulation of global warming data. FInes and jail time to follow",N
5879,"Warming Wins Global Warming War - Kiddo, Florida was nice, but you didn't miss too much. Think: NewYork's waiting r... http://ow.ly/179Xka",Y
131,"Climate change increases heat waves, floods|WASHINGTON (Reuters) - Deaths from heat waves, property damage from .. [link]",Y
4970,"@jbg7474 The ""global warming movement"" doesn't require ""credibility""; it's based on science. Denials are not, and lack same weight. #p2",Y
5979,TIMES THEY ARE A CHANGIN': Bill McKibben has been talking about global warming since before it was cool. http://bit.ly/9cUJqk,Y
268,Join us for a discussion on Earth Day 4/22: Climate Change & Food Security - Irreversible Destiny? [link],Y
4295,"RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",Y
545,An Explosive Idea: are volcanoes the cure for global warming? [link],Y
1461,Fight Climate Change From All Fronts: http://is.gd/biT49 #climatechange #SaveTerra 7,Y
2511,@sharifkouddous Green Fact: Did you know that Skeptics and Advocates both agree there has been no global warming since 1995? #climate change,N
1125,Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. http://oohja.com/xbPDv,Y
1353,"Think your allergies are bad now? Wait until climate change kicks in, Michig.. http://retwt.me/1MPQX (via @greenmichigan)",Y
2528,i can feel the effect of global warming now....i'm suffering....from the heat!!!,Y
1597,"volcano unlikely to slow global warming: By Richard Ingham, AFPApril 16, 2010 4:44 AM An EUMESAT satellite image s... http://bit.ly/bbTGnb",Y
